"";"k_epo_sc_lym";"k_epo_lym_pl";"k_epo_sc_pl";"k_epo_bm_pl";"k_epo_per_pl";"k_epo_pl_bm";"k_epo_pl_per";"k_dis_epoR";"k_int_epoR";"k_deg_epoR";"k_syn_epoR_cfu_e";"k_syn_hif1a";"k_syn_epo_mrna";"kbase_syn_epo_pl";"k_deg_epo_pl";"Vmax_deg_epo_pl";"Km_deg_epo_pl";"BW";"BH";"kmax_pro_cfu_e_bm";"EC50_pro_epo_cfu_e";"EC50_dif_epo_cfu_e";"Emax_dif_epo";"kmax_dif_cfu_e_preproe_bm";"kbase_dif_bm";"kbase_dif_orthoe_ret_bm";"k_dif_ret_ery_pl";"k_migr_ret_bm_pl";"kbase_apo_bm";"k_apo_ery_pl";"k_apo_ret_pl";"IC50_apo_epo_cfu_e";"Imax_apo_epo";"Kd_epoR";"gamma_hb";"gamma_hif1a";"coef_dif_epo";"kbase_apo_cfu_e_bm";"kbase_dif_bfu_le_cfu_e_bm"
"1";0,0217790245264769;0,0227073647268116;0,00400271637551487;4,58985971305519;0,154344561230391;2,29339722404256;0,00423367577604949;7,08035168633796;1,72792358772131;0,0133444579644129;14,3935728096403;1490,20073236898;0,648271505720913;0,427806654828601;0,401021592086181;4,81807127362117;248,773319181055;55,641917726025;1,94684451643843;6,63227783795446;0,0269243785203435;0,0489927126758266;3,23653868027031;2,19590232335031;0,0854723046533763;0,049070246159099;0,0421961503941566;0,0269000891386531;0,075156506637577;0,000559737142920494;0,000725852134895977;0,155314006283879;0,00818439302726183;74,7597159002908;3,96573363500647;4,84178823046386;602,907884516753;0,13791102968622;0,0129221142185852
"2";0,0512210258841515;0,0706277563795447;0,00887884157337248;11,9532890578033;0,925406681001186;2,40738815674558;0,0344209803733975;23,9094888283871;0,329937739446759;0,0174807650828734;9,12757613696158;852,920095669106;0,536616877652705;0,934279726608656;0,467156702186912;32,1636482025497;257,954100612551;115,890333279967;1,65352249378338;3,41997581347823;0,0374918222101405;0,0114049050246831;5,83640996157192;5,88687722105533;0,144360683602281;0,0521201997552998;0,0164045330858789;0,0118012598156929;0,0151330418302678;0,000237549428478815;0,000651878857146949;0,248141629667953;0,00365550542746205;23,113130191341;3,34244743618183;1,66974548064172;457,177665806375;0,0521672722161748;0,0292127656647935
"3";0,0222791620716453;0,0227215598151088;0,00777799379266799;8,70930688213557;0,588326589623466;1,52296369383112;0,0337871287949383;27,5558162811212;1,23820088154171;0,0143998002680019;8,27877011615783;749,469708884135;0,910112554300577;0,199191383249126;0,11972919118125;15,829229389783;485,252249240875;107,451382791623;1,62740030128043;5,82742265588604;0,035583042006474;0,0340604950033594;8,86422278359532;5,34636360406876;0,0678628641180694;0,0250631577009335;0,0313887018267997;0,0316684254352003;0,0235281724773813;0,000974910344462842;0,000235673988624476;0,703930577891879;0,00914654563283548;69,8723463667557;5,9292626355309;2,69348248839378;1831,35255749803;0,191824590896722;0,0137608206938021
"4";0,097401359602809;0,0329189786501229;0,0090779102742672;2,46987538295798;0,900798806361854;1,98604463739321;0,0798938342602924;32,7141203223728;0,943550393448677;0,00305275956634432;10,0789570761845;734,94362202473;1,64277042150497;0,954028733517043;0,270561424666084;11,9738377630711;499,269894137979;83,4716212050989;1,83526012615766;3,67375216260552;0,0349571995344013;0,0365302864229307;5,18129925220273;2,22560576442629;0,125639777025208;0,0325182286929339;0,0326306679658592;0,0259582070307806;0,0955040668998845;0,000474898185720667;0,000815483750356361;0,66947933039628;0,00467310138486791;18,5899545601569;2,99521501688287;4,94415934197605;619,919508113526;0,184906612695195;0,0182494400874712
"5";0,0714789367280901;0,0368857057020068;0,00589157400280237;9,75464654734824;0,442594966455363;1,48103468306363;0,0594815905438736;28,4953852568287;0,608630645845551;0,018249729136005;11,347763419617;752,238566521555;0,983278789324686;0,281576846539974;0,0652672783471644;23,5073950258084;338,508085999638;60,2326903189532;1,94712226721458;5,24902203283273;0,0333533208724111;0,0249804081732873;9,55133357923478;5,20902878977358;0,088654330954887;0,0400079581094906;0,051533680667635;0,0422998485644348;0,0494222537125461;0,000343145386013202;0,000767190610298421;0,642021249723621;0,00218140886661131;12,5278727174737;5,16417442052625;3,89767496287823;1715,91934883036;0,0598973412858322;0,0296905519133434
"6";0,0432406973093748;0,0564357597380876;0,00884392448142171;1,82968296380714;0,980628959508613;2,00589640019462;0,0395206792047247;24,4545189046767;0,123007254120894;0,012739126929082;13,0233445041813;989,444530569017;1,06920470921323;0,849187099072151;0,0935180224478245;47,9346214677207;301,62569815293;84,230615911074;1,53606332547497;2,83976990659721;0,0536327947070822;0,0336473560461309;3,08851839415729;2,24507266562432;0,130443642591126;0,0326855918182991;0,0409853792889044;0,0101352425664663;0,0556714186596219;0,000351296629267745;0,000347493922030553;0,724097891640849;0,00595931970423553;21,8524567922577;9,04347873898223;1,26836260780692;1688,39087751694;0,0874922364857048;0,0222474166471511
"7";0,064954541772604;0,0460547859966755;0,00823542967811227;8,11902271986473;0,477245821640827;1,9531586850062;0,0900787168415263;5,68412260361947;1,95469233070267;0,0150697940960526;9,24357412848622;1158,2425290253;1,44180444800295;0,277029384742491;0,182091792928986;38,2983781397343;404,731509275734;56,7967205448076;1,98939906142186;5,25730760814622;0,0333423578902148;0,0372161857842002;5,87369287852198;4,97006022930145;0,118706827075221;0,0126168521842919;0,0439329724898562;0,0453750802460127;0,0967570940370206;0,000941214910568669;0,000618346876315773;0,786942129116505;0,00353131239321083;65,3474331879988;2,0100071427878;1,39572495408356;1327,5008170167;0,16404024669202;0,0154410676192492
"8";0,0755430463328958;0,0682614956051111;0,00586676370352507;9,70141837853007;0,184803845197894;2,89999230252579;0,0493610779056326;39,9412578616757;0,111528029863257;0,0102819568943232;10,2164807450026;1342,33898599632;1,39140218375251;0,830363416764885;0,0528528729919344;32,4384366744198;290,481074061245;53,901182836853;1,58322566747665;3,02726850192994;0,0196346713835374;0,021214953843737;3,4590898854658;3,93668318446726;0,140347878402099;0,0337792103667744;0,0240111795742996;0,0138361989893019;0,0535856281209271;0,000271408560522832;0,000910697055056226;0,944426782312803;0,0071734911873471;72,432635424193;3,23132075904869;2,91761377453804;1387,87227219436;0,087778794367332;0,0120368532170542
"9";0,0215146319195628;0,074006680585444;0,00992615001089871;1,77660230346955;0,930381020763889;1,64048830792308;0,0848316394956782;3,27486380375922;0,806048448227812;0,0139645121432841;5,07148465374485;1266,48885011673;0,46789197800681;0,8803197985515;0,404850366059691;14,5918139140122;296,914021112025;71,8964688619599;1,80540593387559;5,25373662752099;0,0509031203249469;0,0059565568191465;9,83581775124185;5,26152690406889;0,123861425276846;0,0514579355972819;0,03755323209567;0,0560389622719958;0,0616436992096715;0,000325227392022498;0,000508492715938482;0,144649578025565;0,000350393186043948;56,9259330467321;1,01446739956737;1,07853403966874;1038,16229894292;0,1015511999093;0,0124316477803513
"10";0,037143533769995;0,0744402632489801;0,00428916802257299;5,56187861436047;0,340674445382319;2,1101179686375;0,0403554449556395;14,4152633545455;0,717826692445669;0,00891742771491408;7,08782651694492;1466,8226481881;0,224056212138385;0,446973000653088;0,300184433581308;47,8312653955072;347,234167624265;58,9949366077781;1,93072054558434;5,46769978757948;0,0337131697707809;0,04466578581254;4,73549360013567;4,36800700705498;0,131219951389357;0,0297970142355189;0,0328655070648529;0,0314237468433566;0,0974440251570195;0,000466300891735591;0,000750494805769995;0,850857763877139;0,000380768885463476;63,4068100387231;5,52358496142551;1,33401691261679;782,092493609525;0,0156574445031583;0,029726886857301
